gene_id	SRR326279	SRR326280	SRR326281	SRR326282
hsa-miR-517c-3p	0.00	0.00	0.00	0.00
hsa-miR-5186	0.00	0.00	0.00	0.00
hsa-miR-5187-3p	0.00	1.00	0.00	0.00
hsa-miR-5187-5p	29.00	26.00	8.00	5.00
hsa-miR-5188	0.00	0.00	0.00	0.00
hsa-miR-5189	0.00	0.00	0.00	0.00
hsa-miR-518a-3p	0.00	0.00	0.00	0.00
hsa-miR-518a-5p	0.00	0.00	0.00	0.00
hsa-miR-518b	0.00	0.00	0.00	0.00
hsa-miR-518c-3p	0.00	0.00	0.00	0.00
hsa-miR-518c-5p	0.00	0.00	0.00	0.00
hsa-miR-518d-3p	0.00	0.00	0.00	0.00
hsa-miR-518d-5p	0.00	0.00	0.00	0.00
hsa-miR-518e-3p	0.00	0.00	0.00	0.00
hsa-miR-518e-5p	0.00	0.00	0.00	0.00
hsa-miR-518f-3p	0.00	0.00	0.00	0.00
hsa-miR-518f-5p	0.00	0.00	0.00	0.00
hsa-miR-5190	0.00	0.00	0.00	0.00
hsa-miR-5191	1.00	0.00	0.00	1.00
hsa-miR-5192	0.00	0.00	0.00	0.00
hsa-miR-5193	0.00	0.00	0.00	0.00
hsa-miR-5194	0.00	0.00	0.00	0.00
hsa-miR-5195-3p	0.00	0.00	0.00	0.00
hsa-miR-5195-5p	0.00	0.00	0.00	0.00
hsa-miR-5196-3p	0.00	0.00	0.00	0.00
hsa-miR-5196-5p	0.00	0.00	0.00	0.00
hsa-miR-5197-3p	0.00	0.00	0.00	0.00
hsa-miR-5197-5p	0.00	0.00	0.00	0.00
hsa-miR-519a-3p	0.00	0.00	0.00	0.00
hsa-miR-519a-5p	0.00	0.00	0.00	0.00
hsa-miR-519b-3p	0.00	0.00	0.00	0.00
hsa-miR-519b-5p	0.00	0.00	0.00	0.00
hsa-miR-519c-3p	0.00	0.00	0.00	0.00
hsa-miR-519c-5p	0.00	0.00	0.00	0.00
hsa-miR-519d	0.00	0.00	0.00	0.00
hsa-miR-519e-3p	0.00	0.00	0.00	0.00
hsa-miR-519e-5p	0.00	0.00	0.00	0.00
hsa-miR-520a-3p	0.00	0.00	0.00	0.00
hsa-miR-520a-5p	0.00	0.00	0.00	0.00
hsa-miR-520b	0.00	0.00	0.00	0.00
hsa-miR-520c-3p	0.00	0.00	0.00	0.00
hsa-miR-520c-5p	0.00	0.00	0.00	0.00
hsa-miR-520d-3p	0.00	0.00	0.00	0.00
hsa-miR-520d-5p	0.00	0.00	0.00	0.00
hsa-miR-520e	0.00	0.00	0.00	0.00
hsa-miR-520f	0.00	0.00	0.00	0.00
hsa-miR-520g	0.00	0.00	0.00	0.00
hsa-miR-520h	0.00	0.00	0.00	0.00
hsa-miR-521	0.00	0.00	0.00	0.00
hsa-miR-522-3p	0.00	0.00	0.00	0.00
hsa-miR-522-5p	0.00	0.00	0.00	0.00
hsa-miR-523-3p	0.00	0.00	0.00	0.00
hsa-miR-523-5p	0.00	0.00	0.00	0.00
hsa-miR-524-3p	0.00	0.00	0.00	0.00
hsa-miR-524-5p	0.00	0.00	0.00	0.00
hsa-miR-525-3p	0.00	0.00	0.00	0.00
hsa-miR-525-5p	0.00	0.00	0.00	0.00
hsa-miR-526a	0.00	0.00	0.00	0.00
hsa-miR-526b-3p	0.00	0.00	0.00	0.00
hsa-miR-526b-5p	0.00	0.00	0.00	0.00
hsa-miR-527	0.00	0.00	0.00	0.00
hsa-miR-532-3p	0.00	0.00	0.00	0.00
hsa-miR-532-5p	1.00	5.00	1.00	1.00
hsa-miR-539-3p	0.00	0.00	0.00	0.00
hsa-miR-539-5p	0.00	0.00	0.00	0.00
hsa-miR-541-3p	0.00	0.00	0.00	0.00
hsa-miR-541-5p	0.00	0.00	0.00	0.00
hsa-miR-542-3p	9.00	18.00	3.00	4.00
hsa-miR-542-5p	0.00	0.00	0.00	0.00
hsa-miR-543	0.00	0.00	0.00	0.00
hsa-miR-544a	0.00	0.00	0.00	0.00
hsa-miR-544b	0.00	0.00	0.00	0.00
hsa-miR-545-3p	0.00	0.00	0.00	0.00
hsa-miR-545-5p	0.00	0.00	0.00	0.00
hsa-miR-548a-3p	0.00	0.00	0.00	0.00
hsa-miR-548a-5p	0.00	0.00	0.00	0.00
hsa-miR-548aa	0.00	0.00	0.00	0.00
hsa-miR-548ab	0.00	0.00	0.00	0.00
hsa-miR-548ac	1.00	0.00	0.00	0.00
hsa-miR-548ad	0.00	0.00	0.00	0.00
hsa-miR-548ae	0.00	0.00	0.00	0.00
hsa-miR-548ag	0.00	0.00	0.00	0.00
hsa-miR-548ah-3p	0.00	0.00	0.00	0.00
hsa-miR-548ah-5p	0.00	0.00	0.00	0.00
hsa-miR-548ai	0.00	0.00	0.00	0.00
hsa-miR-548aj-3p	0.00	0.00	0.00	0.00
hsa-miR-548aj-5p	0.00	0.00	0.00	0.00
hsa-miR-548ak	0.00	0.00	0.00	0.00
hsa-miR-548al	0.00	0.00	0.00	0.00
hsa-miR-548am-3p	0.00	0.00	0.00	0.00
hsa-miR-548am-5p	0.00	0.00	0.00	0.00
hsa-miR-548an	0.00	0.00	0.00	0.00
hsa-miR-548ao-3p	0.00	0.00	0.00	0.00
hsa-miR-548ao-5p	0.00	0.00	0.00	0.00
hsa-miR-548ap-3p	0.00	0.00	0.00	0.00
hsa-miR-548ap-5p	0.00	0.00	0.00	0.00
hsa-miR-548aq-3p	0.00	0.00	0.00	0.00
hsa-miR-548aq-5p	0.00	0.00	0.00	0.00
hsa-miR-548ar-3p	0.00	0.00	0.00	0.00
hsa-miR-548ar-5p	0.00	0.00	0.00	0.00
hsa-miR-548as-3p	0.00	0.00	0.00	0.00
hsa-miR-548as-5p	0.00	0.00	0.00	0.00
hsa-miR-548at-3p	0.00	0.00	0.00	0.00
hsa-miR-548at-5p	0.00	0.00	0.00	0.00
hsa-miR-548au-3p	0.00	0.00	0.00	0.00
hsa-miR-548au-5p	0.00	0.00	0.00	0.00
hsa-miR-548av-3p	0.00	0.00	0.00	0.00
hsa-miR-548av-5p	0.00	0.00	0.00	0.00
hsa-miR-548aw	0.00	0.00	0.00	0.00
hsa-miR-548ax	0.00	0.00	0.00	0.00
hsa-miR-548ay-3p	0.00	0.00	0.00	0.00
hsa-miR-548ay-5p	0.00	0.00	0.00	0.00
hsa-miR-548az-3p	0.00	0.00	0.00	0.00
hsa-miR-548az-5p	0.00	1.00	0.00	0.00
hsa-miR-548b-3p	0.00	0.00	0.00	0.00
hsa-miR-548b-5p	0.00	0.00	0.00	0.00
hsa-miR-548c-3p	0.00	0.00	0.00	0.00
hsa-miR-548c-5p	0.00	0.00	0.00	0.00
hsa-miR-548d-3p	0.00	0.00	0.00	0.00
hsa-miR-548d-5p	0.00	0.00	0.00	0.00
hsa-miR-548e	0.00	1.00	0.00	0.00
hsa-miR-548f	0.00	0.00	0.00	0.00
hsa-miR-548g-3p	0.00	0.00	0.00	0.00
hsa-miR-548g-5p	0.00	0.00	0.00	0.00
hsa-miR-548h-3p	0.00	0.00	0.00	0.00
hsa-miR-548h-5p	0.00	0.00	0.00	0.00
hsa-miR-548i	0.00	0.00	0.00	0.00
hsa-miR-548j	0.00	0.00	0.00	0.00
hsa-miR-548k	0.00	0.00	0.00	0.00
hsa-miR-548l	0.00	0.00	0.00	0.00
hsa-miR-548m	0.00	0.00	0.00	0.00
hsa-miR-548n	0.00	0.00	0.00	0.00
hsa-miR-548o-3p	0.00	0.00	0.00	0.00
hsa-miR-548o-5p	0.00	0.00	0.00	0.00
hsa-miR-548p	0.00	0.00	0.00	0.00
hsa-miR-548q	0.00	0.00	0.00	0.00
hsa-miR-548s	0.00	0.00	0.00	0.00
hsa-miR-548t-3p	0.00	0.00	0.00	0.00
hsa-miR-548t-5p	0.00	0.00	0.00	0.00
hsa-miR-548u	0.00	0.00	0.00	0.00
hsa-miR-548v	0.00	0.00	0.00	0.00
hsa-miR-548w	0.00	0.00	0.00	0.00
hsa-miR-548x-3p	0.00	0.00	0.00	0.00
hsa-miR-548x-5p	0.00	0.00	0.00	0.00
hsa-miR-548y	0.00	0.00	0.00	0.00
hsa-miR-548z	0.00	0.00	0.00	0.00
hsa-miR-549a	0.00	0.00	0.00	0.00
hsa-miR-550a-3-5p	0.00	0.00	0.00	0.00
hsa-miR-550a-3p	0.00	0.00	0.00	0.00
hsa-miR-550a-5p	0.00	0.00	0.00	0.00
hsa-miR-550b-2-5p	0.00	0.00	0.00	0.00
hsa-miR-550b-3p	0.00	0.00	0.00	0.00
hsa-miR-551a	1.00	5.00	1.00	2.00
hsa-miR-551b-3p	0.00	0.00	0.00	0.00
hsa-miR-551b-5p	0.00	0.00	0.00	0.00
hsa-miR-552	0.00	0.00	0.00	0.00
hsa-miR-553	0.00	0.00	0.00	0.00
hsa-miR-554	0.00	0.00	0.00	0.00
hsa-miR-555	0.00	0.00	0.00	0.00
hsa-miR-556-3p	0.00	3.00	1.00	0.00
hsa-miR-556-5p	13.00	21.00	8.00	18.00
hsa-miR-557	0.00	0.00	0.00	0.00
hsa-miR-5571-3p	0.00	0.00	0.00	0.00
hsa-miR-5571-5p	0.00	0.00	0.00	0.00
hsa-miR-5572	0.00	0.00	0.00	0.00
hsa-miR-5579-3p	0.00	0.00	0.00	0.00
hsa-miR-5579-5p	0.00	0.00	0.00	0.00
hsa-miR-558	0.00	0.00	0.00	0.00
hsa-miR-5580-3p	0.00	0.00	0.00	0.00
hsa-miR-5580-5p	0.00	0.00	0.00	0.00
hsa-miR-5581-3p	1.00	1.00	2.00	0.00
hsa-miR-5581-5p	1.00	0.00	0.00	0.00
hsa-miR-5582-3p	0.00	0.00	0.00	0.00
hsa-miR-5582-5p	0.00	0.00	0.00	0.00
hsa-miR-5583-3p	0.00	0.00	0.00	0.00
hsa-miR-5583-5p	0.00	0.00	0.00	0.00
hsa-miR-5584-3p	0.00	0.00	0.00	0.00
hsa-miR-5584-5p	2.00	2.00	0.00	1.00
hsa-miR-5585-3p	0.00	0.00	0.00	0.00
hsa-miR-5585-5p	0.00	0.00	0.00	0.00
hsa-miR-5586-3p	0.00	0.00	0.00	0.00
hsa-miR-5586-5p	0.00	0.00	0.00	0.00
hsa-miR-5587-3p	0.00	0.00	0.00	0.00
hsa-miR-5587-5p	0.00	0.00	0.00	0.00
hsa-miR-5588-3p	0.00	0.00	0.00	0.00
hsa-miR-5588-5p	0.00	0.00	0.00	0.00
hsa-miR-5589-3p	0.00	0.00	0.00	0.00
hsa-miR-5589-5p	0.00	0.00	0.00	0.00
hsa-miR-559	0.00	0.00	0.00	0.00
hsa-miR-5590-3p	0.00	0.00	0.00	0.00
hsa-miR-5590-5p	0.00	0.00	0.00	0.00
hsa-miR-5591-3p	0.00	0.00	0.00	0.00
hsa-miR-5591-5p	0.00	0.00	0.00	0.00
hsa-miR-561-3p	0.00	0.00	0.00	0.00
hsa-miR-561-5p	0.00	0.00	0.00	0.00
hsa-miR-562	0.00	0.00	0.00	0.00
hsa-miR-563	0.00	0.00	0.00	0.00
hsa-miR-564	0.00	0.00	0.00	0.00
hsa-miR-566	0.00	0.00	0.00	0.00
hsa-miR-567	0.00	0.00	0.00	0.00
hsa-miR-568	0.00	0.00	0.00	0.00
hsa-miR-5680	0.00	0.00	0.00	0.00
hsa-miR-5681a	0.00	0.00	0.00	0.00
hsa-miR-5681b	0.00	0.00	0.00	0.00
hsa-miR-5682	0.00	0.00	0.00	0.00
hsa-miR-5683	0.00	0.00	0.00	0.00
hsa-miR-5684	17.00	21.00	5.00	10.00
hsa-miR-5685	0.00	0.00	0.00	0.00
hsa-miR-5686	0.00	0.00	0.00	0.00
hsa-miR-5687	0.00	0.00	0.00	0.00
hsa-miR-5688	0.00	0.00	0.00	0.00
hsa-miR-5689	0.00	0.00	0.00	0.00
hsa-miR-569	0.00	0.00	0.00	0.00
hsa-miR-5690	0.00	0.00	0.00	0.00
hsa-miR-5691	0.00	0.00	0.00	0.00
hsa-miR-5692a	0.00	0.00	0.00	0.00
hsa-miR-5692b	0.00	0.00	0.00	0.00
hsa-miR-5692c	0.00	0.00	0.00	0.00
hsa-miR-5693	0.00	0.00	0.00	0.00
hsa-miR-5694	0.00	0.00	0.00	0.00
hsa-miR-5695	0.00	0.00	0.00	0.00
hsa-miR-5696	0.00	0.00	0.00	0.00
hsa-miR-5697	1.00	3.00	0.00	0.00
hsa-miR-5698	2.00	5.00	4.00	1.00
hsa-miR-5699	0.00	1.00	0.00	0.00
hsa-miR-5700	0.00	0.00	0.00	0.00
hsa-miR-5701	0.00	0.00	0.00	0.00
hsa-miR-5702	0.00	0.00	0.00	0.00
hsa-miR-5703	0.00	0.00	0.00	0.00
hsa-miR-570-3p	0.00	0.00	0.00	0.00
hsa-miR-5704	0.00	0.00	0.00	0.00
hsa-miR-5705	0.00	0.00	0.00	0.00
hsa-miR-570-5p	0.00	0.00	0.00	0.00
hsa-miR-5706	0.00	0.00	0.00	0.00
hsa-miR-5707	0.00	0.00	0.00	0.00
hsa-miR-5708	0.00	0.00	0.00	0.00
hsa-miR-571	0.00	0.00	0.00	0.00
hsa-miR-572	0.00	0.00	0.00	0.00
hsa-miR-573	0.00	0.00	0.00	0.00
hsa-miR-5739	0.00	0.00	0.00	0.00
hsa-miR-574-3p	1.00	0.00	0.00	0.00
hsa-miR-574-5p	0.00	1.00	0.00	0.00
hsa-miR-575	0.00	0.00	0.00	0.00
hsa-miR-576-3p	1.00	0.00	1.00	0.00
hsa-miR-576-5p	30.00	32.00	5.00	15.00
hsa-miR-577	0.00	0.00	0.00	0.00
hsa-miR-578	0.00	0.00	0.00	0.00
hsa-miR-5787	0.00	0.00	0.00	0.00
hsa-miR-579	0.00	0.00	0.00	0.00
hsa-miR-580	0.00	0.00	0.00	0.00
hsa-miR-581	0.00	0.00	0.00	0.00
hsa-miR-582-3p	0.00	0.00	0.00	0.00
hsa-miR-582-5p	0.00	0.00	0.00	0.00
hsa-miR-583	0.00	0.00	0.00	0.00
hsa-miR-584-3p	0.00	0.00	0.00	0.00
hsa-miR-584-5p	4.00	0.00	0.00	0.00
hsa-miR-585	0.00	0.00	0.00	0.00
hsa-miR-586	0.00	0.00	0.00	0.00
hsa-miR-587	0.00	0.00	0.00	0.00
hsa-miR-588	1.00	0.00	0.00	0.00
hsa-miR-589-3p	0.00	0.00	0.00	0.00
hsa-miR-589-5p	2.00	5.00	0.00	5.00
hsa-miR-590-3p	1.00	1.00	0.00	0.00
hsa-miR-590-5p	0.00	1.00	0.00	1.00
hsa-miR-591	0.00	0.00	0.00	0.00
hsa-miR-592	0.00	0.00	0.00	0.00
hsa-miR-593-3p	0.00	0.00	0.00	0.00
hsa-miR-593-5p	0.00	0.00	0.00	0.00
hsa-miR-595	0.00	0.00	0.00	0.00
hsa-miR-596	0.00	0.00	0.00	0.00
hsa-miR-597	0.00	0.00	0.00	0.00
hsa-miR-598	0.00	0.00	0.00	0.00
hsa-miR-599	0.00	0.00	0.00	0.00
hsa-miR-600	0.00	0.00	0.00	0.00
hsa-miR-601	0.00	0.00	0.00	0.00
hsa-miR-602	0.00	0.00	0.00	0.00
hsa-miR-603	0.00	0.00	0.00	0.00
hsa-miR-604	0.00	0.00	0.00	0.00
hsa-miR-605	0.00	0.00	0.00	0.00
hsa-miR-606	0.00	0.00	0.00	0.00
hsa-miR-6068	0.00	0.00	0.00	0.00
hsa-miR-6069	0.00	0.00	0.00	0.00
hsa-miR-607	0.00	1.00	0.00	0.00
hsa-miR-6070	0.00	0.00	0.00	0.00
hsa-miR-6071	0.00	0.00	0.00	0.00
hsa-miR-6072	0.00	0.00	0.00	0.00
hsa-miR-6073	0.00	0.00	0.00	0.00
hsa-miR-6074	0.00	0.00	0.00	0.00
hsa-miR-6075	0.00	0.00	0.00	0.00
hsa-miR-6076	0.00	0.00	0.00	0.00
hsa-miR-6077	0.00	0.00	0.00	0.00
hsa-miR-6078	0.00	0.00	0.00	0.00
hsa-miR-6079	0.00	0.00	0.00	0.00
hsa-miR-608	0.00	0.00	0.00	0.00
hsa-miR-6080	0.00	0.00	0.00	0.00
hsa-miR-6081	0.00	0.00	0.00	0.00
hsa-miR-6082	0.00	0.00	0.00	0.00
hsa-miR-6083	0.00	0.00	0.00	0.00
hsa-miR-6084	0.00	0.00	0.00	0.00
hsa-miR-6085	0.00	0.00	0.00	0.00
hsa-miR-6086	0.00	0.00	0.00	0.00
hsa-miR-6087	0.00	0.00	0.00	0.00
hsa-miR-6088	0.00	0.00	0.00	0.00
hsa-miR-6089	0.00	0.00	0.00	1.00
hsa-miR-609	0.00	0.00	0.00	0.00
hsa-miR-6090	0.00	0.00	0.00	0.00
hsa-miR-610	0.00	0.00	0.00	0.00
hsa-miR-611	0.00	0.00	0.00	0.00
hsa-miR-612	0.00	0.00	0.00	0.00
hsa-miR-6124	0.00	0.00	0.00	0.00
hsa-miR-6125	0.00	0.00	0.00	0.00
hsa-miR-6126	0.00	0.00	0.00	0.00
hsa-miR-6127	0.00	0.00	0.00	0.00
hsa-miR-6128	1.00	0.00	0.00	0.00
hsa-miR-6129	0.00	0.00	0.00	0.00
hsa-miR-613	0.00	0.00	0.00	0.00
hsa-miR-6130	0.00	0.00	0.00	0.00
hsa-miR-6131	0.00	0.00	0.00	0.00
hsa-miR-6132	0.00	0.00	0.00	0.00
hsa-miR-6133	0.00	0.00	0.00	0.00
hsa-miR-6134	0.00	0.00	0.00	0.00
hsa-miR-614	0.00	0.00	0.00	0.00
hsa-miR-615-3p	0.00	0.00	0.00	0.00
hsa-miR-615-5p	0.00	2.00	0.00	0.00
hsa-miR-616-3p	0.00	0.00	0.00	0.00
hsa-miR-6165	0.00	0.00	0.00	0.00
hsa-miR-616-5p	0.00	0.00	0.00	0.00
hsa-miR-617	0.00	0.00	0.00	0.00
hsa-miR-618	0.00	0.00	0.00	0.00
hsa-miR-619	0.00	0.00	0.00	0.00
hsa-miR-620	0.00	0.00	0.00	0.00
hsa-miR-621	0.00	0.00	0.00	0.00
hsa-miR-622	0.00	0.00	0.00	0.00
hsa-miR-623	0.00	0.00	0.00	0.00
hsa-miR-624-3p	0.00	0.00	0.00	0.00
hsa-miR-624-5p	0.00	0.00	0.00	0.00
hsa-miR-625-3p	15.00	17.00	3.00	10.00
hsa-miR-625-5p	0.00	0.00	0.00	0.00
hsa-miR-626	0.00	0.00	0.00	0.00
hsa-miR-627	4.00	4.00	0.00	0.00
hsa-miR-628-3p	0.00	0.00	0.00	0.00
hsa-miR-628-5p	0.00	1.00	0.00	0.00
hsa-miR-629-3p	0.00	0.00	0.00	0.00
hsa-miR-629-5p	15.00	20.00	7.00	11.00
hsa-miR-630	0.00	0.00	0.00	0.00
hsa-miR-631	0.00	0.00	0.00	0.00
hsa-miR-632	0.00	0.00	0.00	0.00
hsa-miR-633	0.00	0.00	0.00	0.00
hsa-miR-634	0.00	0.00	0.00	0.00
hsa-miR-635	0.00	0.00	0.00	0.00
hsa-miR-636	0.00	0.00	0.00	0.00
hsa-miR-637	0.00	0.00	0.00	0.00
hsa-miR-638	0.00	0.00	0.00	0.00
hsa-miR-639	0.00	0.00	0.00	0.00
hsa-miR-640	0.00	0.00	0.00	0.00
hsa-miR-641	0.00	0.00	0.00	0.00
hsa-miR-642a-3p	0.00	0.00	0.00	0.00
hsa-miR-642a-5p	0.00	0.00	0.00	0.00
hsa-miR-642b-3p	0.00	0.00	0.00	0.00
hsa-miR-642b-5p	0.00	0.00	0.00	0.00
hsa-miR-643	0.00	0.00	0.00	0.00
hsa-miR-644a	0.00	0.00	0.00	0.00
hsa-miR-645	0.00	0.00	0.00	0.00
hsa-miR-646	0.00	0.00	0.00	0.00
hsa-miR-647	0.00	0.00	0.00	0.00
hsa-miR-648	0.00	0.00	0.00	0.00
hsa-miR-649	0.00	0.00	0.00	0.00
hsa-miR-6499-3p	0.00	0.00	0.00	0.00
hsa-miR-6499-5p	0.00	0.00	0.00	0.00
hsa-miR-650	0.00	0.00	0.00	0.00
hsa-miR-6500-3p	0.00	0.00	0.00	0.00
hsa-miR-6500-5p	0.00	0.00	0.00	0.00
hsa-miR-6501-3p	0.00	0.00	0.00	0.00
hsa-miR-6501-5p	0.00	0.00	0.00	0.00
hsa-miR-6502-3p	0.00	0.00	0.00	0.00
hsa-miR-6502-5p	0.00	0.00	0.00	0.00
hsa-miR-6503-3p	0.00	0.00	0.00	0.00
hsa-miR-6503-5p	0.00	0.00	0.00	0.00
hsa-miR-6504-3p	0.00	0.00	0.00	0.00
hsa-miR-6504-5p	0.00	0.00	0.00	0.00
hsa-miR-6505-3p	0.00	0.00	0.00	0.00
hsa-miR-6505-5p	0.00	0.00	0.00	0.00
hsa-miR-6506-3p	0.00	0.00	0.00	0.00
hsa-miR-6506-5p	0.00	0.00	0.00	0.00
hsa-miR-6507-3p	0.00	0.00	0.00	0.00
hsa-miR-6507-5p	0.00	0.00	0.00	0.00
hsa-miR-6508-3p	0.00	0.00	0.00	0.00
hsa-miR-6508-5p	0.00	0.00	0.00	0.00
hsa-miR-6509-3p	0.00	0.00	0.00	0.00
hsa-miR-6509-5p	0.00	0.00	0.00	0.00
hsa-miR-651	0.00	0.00	0.00	0.00
hsa-miR-6510-3p	1.00	1.00	0.00	0.00
hsa-miR-6510-5p	0.00	0.00	0.00	0.00
hsa-miR-6511a-3p	0.00	0.00	0.00	0.00
hsa-miR-6511a-5p	0.00	0.00	0.00	0.00
hsa-miR-6511b-3p	0.00	0.00	0.00	0.00
hsa-miR-6511b-5p	0.00	0.00	0.00	0.00
hsa-miR-6512-3p	0.00	0.00	0.00	0.00
hsa-miR-6512-5p	0.00	0.00	0.00	0.00
hsa-miR-6513-3p	0.00	0.00	0.00	0.00
hsa-miR-6513-5p	0.00	0.00	0.00	0.00
hsa-miR-6514-3p	0.00	0.00	0.00	0.00
hsa-miR-6514-5p	0.00	0.00	0.00	0.00
hsa-miR-6515-3p	0.00	0.00	0.00	0.00
hsa-miR-6515-5p	0.00	0.00	0.00	0.00
hsa-miR-652-3p	0.00	1.00	0.00	0.00
hsa-miR-652-5p	0.00	0.00	0.00	0.00
hsa-miR-653	0.00	0.00	0.00	0.00
hsa-miR-654-3p	0.00	0.00	0.00	0.00
hsa-miR-654-5p	0.00	0.00	0.00	0.00
hsa-miR-655	0.00	0.00	0.00	0.00
hsa-miR-656	0.00	0.00	0.00	0.00
hsa-miR-657	0.00	0.00	0.00	0.00
hsa-miR-658	0.00	0.00	0.00	0.00
hsa-miR-659-3p	0.00	0.00	0.00	0.00
hsa-miR-659-5p	1.00	0.00	0.00	0.00
hsa-miR-660-3p	0.00	0.00	0.00	0.00
hsa-miR-660-5p	0.00	0.00	0.00	0.00
hsa-miR-661	0.00	0.00	0.00	0.00
hsa-miR-662	0.00	0.00	0.00	0.00
hsa-miR-663a	0.00	0.00	0.00	0.00
hsa-miR-663b	0.00	0.00	0.00	0.00
hsa-miR-664a-3p	13.00	10.00	4.00	6.00
hsa-miR-664a-5p	37.00	38.00	7.00	24.00
hsa-miR-664b-3p	0.00	0.00	0.00	0.00
hsa-miR-664b-5p	0.00	0.00	0.00	0.00
hsa-miR-665	0.00	0.00	0.00	0.00
hsa-miR-668	0.00	0.00	0.00	0.00
hsa-miR-670	0.00	0.00	0.00	0.00
hsa-miR-671-3p	0.00	2.00	0.00	0.00
hsa-miR-6715a-3p	0.00	0.00	0.00	0.00
hsa-miR-6715b-3p	0.00	0.00	0.00	0.00
hsa-miR-6715b-5p	0.00	0.00	0.00	0.00
hsa-miR-671-5p	17.00	15.00	4.00	7.00
hsa-miR-6716-3p	0.00	0.00	0.00	0.00
hsa-miR-6716-5p	0.00	0.00	0.00	0.00
hsa-miR-6717-5p	0.00	0.00	0.00	0.00
hsa-miR-6718-5p	0.00	0.00	0.00	0.00
hsa-miR-6719-3p	0.00	0.00	0.00	0.00
hsa-miR-6720-3p	0.00	0.00	0.00	0.00
hsa-miR-6721-5p	0.00	1.00	0.00	0.00
hsa-miR-6722-3p	0.00	0.00	0.00	0.00
hsa-miR-6722-5p	0.00	0.00	0.00	0.00
hsa-miR-6723-5p	0.00	0.00	0.00	2.00
hsa-miR-6724-5p	9.00	1.00	1.00	5.00
hsa-miR-675-3p	0.00	0.00	0.00	0.00
hsa-miR-675-5p	0.00	0.00	0.00	0.00
hsa-miR-676-3p	0.00	0.00	0.00	0.00
hsa-miR-676-5p	0.00	0.00	0.00	0.00
hsa-miR-708-3p	0.00	0.00	0.00	0.00
hsa-miR-708-5p	0.00	0.00	0.00	0.00
hsa-miR-711	0.00	0.00	0.00	0.00
hsa-miR-7-1-3p	0.00	0.00	0.00	0.00
hsa-miR-718	0.00	0.00	0.00	0.00
hsa-miR-7-2-3p	0.00	0.00	0.00	0.00
hsa-miR-744-3p	0.00	0.00	0.00	0.00
hsa-miR-744-5p	2.00	0.00	0.00	0.00
hsa-miR-758-3p	0.00	0.00	0.00	0.00
hsa-miR-758-5p	0.00	0.00	0.00	0.00
hsa-miR-759	0.00	0.00	0.00	0.00
hsa-miR-7-5p	3.00	1.00	0.00	2.00
hsa-miR-760	725.00	691.00	99.00	206.00
hsa-miR-761	0.00	0.00	0.00	0.00
hsa-miR-762	0.00	0.00	0.00	0.00
hsa-miR-764	0.00	0.00	0.00	0.00
hsa-miR-765	14.00	9.00	3.00	6.00
hsa-miR-766-3p	0.00	0.00	0.00	0.00
hsa-miR-766-5p	0.00	0.00	0.00	0.00
hsa-miR-767-3p	0.00	0.00	0.00	0.00
hsa-miR-767-5p	2.00	0.00	1.00	0.00
hsa-miR-769-3p	2.00	0.00	1.00	0.00
hsa-miR-769-5p	4.00	9.00	1.00	5.00
hsa-miR-770-5p	0.00	0.00	0.00	0.00
hsa-miR-802	0.00	0.00	0.00	0.00
hsa-miR-873-3p	0.00	0.00	0.00	0.00
hsa-miR-873-5p	0.00	0.00	0.00	0.00
hsa-miR-874	0.00	0.00	0.00	0.00
hsa-miR-875-3p	0.00	0.00	0.00	0.00
hsa-miR-875-5p	0.00	0.00	0.00	0.00
hsa-miR-876-3p	0.00	0.00	0.00	0.00
hsa-miR-876-5p	0.00	0.00	0.00	0.00
hsa-miR-877-3p	1.00	1.00	0.00	0.00
hsa-miR-877-5p	16.00	12.00	2.00	5.00
hsa-miR-885-3p	0.00	0.00	0.00	0.00
hsa-miR-885-5p	0.00	0.00	0.00	0.00
hsa-miR-887	0.00	0.00	0.00	0.00
hsa-miR-888-3p	0.00	0.00	0.00	0.00
hsa-miR-888-5p	0.00	0.00	0.00	0.00
hsa-miR-889	0.00	0.00	0.00	0.00
hsa-miR-890	0.00	0.00	0.00	0.00
hsa-miR-891a	0.00	0.00	0.00	0.00
hsa-miR-891b	0.00	0.00	0.00	0.00
hsa-miR-892a	0.00	0.00	0.00	0.00
hsa-miR-892b	0.00	0.00	0.00	0.00
hsa-miR-892c-3p	0.00	0.00	0.00	0.00
hsa-miR-892c-5p	0.00	0.00	0.00	0.00
hsa-miR-920	0.00	0.00	0.00	0.00
hsa-miR-921	0.00	0.00	0.00	0.00
hsa-miR-922	0.00	0.00	0.00	0.00
hsa-miR-924	0.00	0.00	0.00	0.00
hsa-miR-92a-1-5p	0.00	0.00	0.00	0.00
hsa-miR-92a-2-5p	0.00	0.00	0.00	0.00
hsa-miR-92a-3p	43.00	36.00	18.00	15.00
hsa-miR-92b-3p	3218.00	3737.00	856.00	1579.00
hsa-miR-92b-5p	200.00	184.00	50.00	131.00
hsa-miR-933	0.00	0.00	0.00	0.00
hsa-miR-93-3p	0.00	0.00	0.00	0.00
hsa-miR-934	0.00	0.00	0.00	0.00
hsa-miR-935	0.00	0.00	0.00	0.00
hsa-miR-93-5p	103.00	132.00	29.00	29.00
hsa-miR-936	0.00	0.00	0.00	0.00
